"group1","group2","p_value","enzID","test","p_adj_method"
"t6","t4",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.0566547998322802,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t0",7.30116350807842e-11,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.0290567688551284,"GH103","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t0",2.84948144050841e-16,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.147201331662037,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t0",5.1408472871959e-12,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH103","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.0411375784806812,"GH104","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.0148653348357434,"GH104","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.00575029467903906,"GH104","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.344005357342135,"GH104","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t4","t0",1.31235663839377e-05,"GH104","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.0740176671267816,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.655942320029007,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t2",0.49288439024967,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.225225225225225,"GH104","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t0",0.000176727683134334,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.806828282134978,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t0",0.000127588075299136,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.188393081891636,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.0409954270614078,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.0377223781991695,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t0",1.72703958099995e-05,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.408258971317624,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.0230886027243216,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.0724027321280417,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t0",0.00298927551482306,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH104","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.00042516178657726,"GH105","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.021728662210076,"GH105","pairwise.wilcox.test","Bonferroni"
"t4","t10",6.90707842794504e-08,"GH105","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.00256936217669112,"GH105","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.00182604613978884,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.0309230517470205,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.16117282291469,"GH105","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.281064336347073,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t0",0.0169055381932552,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.133667893198314,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t10",3.76376665524018e-06,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.0713700145511722,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.0156495466872213,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.74285805107408,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.0677965394025002,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH105","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.388439527805615,"GH105","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t10","t0",1.44700342471878e-15,"GH106","pairwise.wilcox.test","Bonferroni"
"t10","t1",1.2906256915797e-14,"GH106","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.542358182676118,"GH106","pairwise.wilcox.test","Bonferroni"
"t2","t10",1.21548881361838e-16,"GH106","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.0381040793473655,"GH106","pairwise.wilcox.test","Bonferroni"
"t3","t1",0.000172087933000778,"GH106","pairwise.wilcox.test","Bonferroni"
"t3","t10",6.75713108683324e-10,"GH106","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.221034862069716,"GH106","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.000114020510717937,"GH106","pairwise.wilcox.test","Bonferroni"
"t4","t1",1.31067405325435e-06,"GH106","pairwise.wilcox.test","Bonferroni"
"t4","t10",4.47164453675973e-11,"GH106","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.00052893010551598,"GH106","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t0",1.04588742889092e-06,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t1",3.45478591582958e-10,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t2",3.33091573484322e-07,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t3",4.48662219504939e-05,"GH106","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.000116414543008747,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t0",4.33759481740143e-09,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t1",1.84094285740356e-10,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.00243794120919076,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t2",2.40174297415338e-10,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.0233234307787999,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.00948186358655739,"GH106","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.28417691009562,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t0",1.04084235827154e-06,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t1",2.95706979285696e-10,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.0136692490765681,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t2",3.50871266822391e-07,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.0254760952852472,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.0450105577210519,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.665488181143353,"GH106","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t0",7.68162866921402e-06,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t1",2.8319890573524e-08,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t10",1.4059670887899e-08,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t2",1.57583658799867e-05,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.00269012601003942,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.43455444010495e-07,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t1",4.02459431243267e-12,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.0439091785833415,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t2",1.75850734478745e-08,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.00287470899098379,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.0060381215759571,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH106","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.487408276921646,"GH106","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.51096405119509,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.112089660470835,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.164799674158639,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.125977777839788,"GH108","pairwise.wilcox.test","Bonferroni"
"t7","t6",0.60528727337026,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t8","t7",0.537780575510584,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.315751859538363,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH108","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t10","t0",7.82153480345294e-22,"GH109","pairwise.wilcox.test","Bonferroni"
"t10","t1",9.20014298772921e-15,"GH109","pairwise.wilcox.test","Bonferroni"
"t2","t0",0.00148063996187368,"GH109","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.11764136082889,"GH109","pairwise.wilcox.test","Bonferroni"
"t2","t10",2.2835734773516e-16,"GH109","pairwise.wilcox.test","Bonferroni"
"t3","t0",3.52925415718666e-07,"GH109","pairwise.wilcox.test","Bonferroni"
"t3","t1",7.43419554497197e-06,"GH109","pairwise.wilcox.test","Bonferroni"
"t3","t10",5.0055008462074e-05,"GH109","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.0637858851630031,"GH109","pairwise.wilcox.test","Bonferroni"
"t4","t0",2.56952025170744e-19,"GH109","pairwise.wilcox.test","Bonferroni"
"t4","t1",1.7999834216784e-12,"GH109","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.000115295515582146,"GH109","pairwise.wilcox.test","Bonferroni"
"t4","t2",5.70745597515149e-09,"GH109","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t0",1.0435319249209e-09,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t1",4.26261776365097e-11,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t2",2.54913807942032e-07,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.00806437996672681,"GH109","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.0728185258206263,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t0",4.81283971909962e-19,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t1",9.9623971692136e-14,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.00226523866162058,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t2",2.69910546141212e-11,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.360311456408087,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.247857639218921,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t0",4.78596041168397e-13,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t1",2.69820237313824e-13,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.0113927348051893,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t2",3.35318151332827e-07,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.218857911984472,"GH109","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t0",2.83855104399135e-17,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t1",1.08685351256819e-12,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.000133651093154156,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t2",3.04096912906704e-09,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.0572265501545973,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.10127159665573e-15,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t1",3.03033551347303e-17,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t2",1.25087773746697e-10,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.0266016704721493,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.378245688166958,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH109","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.962802882109513,"GH109","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.0180673447012042,"GH11","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t2","t0",1.5361429183435e-05,"GH11","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.033571441990499,"GH11","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.0148444714191,"GH11","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t4","t0",0.00119659289449535,"GH11","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.524740404636442,"GH11","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.829702781517802,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.128392170634297,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.914953035032245,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.0554802948326672,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.537528941673354,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.123851892855357,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t2",0.00191738352983881,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.0364340143565312,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.0318224038108819,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"GH11","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.0151301706251644,"GH110","pairwise.wilcox.test","Bonferroni"
"t10","t0",1.41469625994002e-23,"GH110","pairwise.wilcox.test","Bonferroni"
"t10","t1",2.89860137613607e-13,"GH110","pairwise.wilcox.test","Bonferroni"
"t2","t0",1.10338982102745e-10,"GH110","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.734028673539719,"GH110","pairwise.wilcox.test","Bonferroni"
"t2","t10",2.22621258076176e-15,"GH110","pairwise.wilcox.test","Bonferroni"
"t3","t0",1.56184567276193e-12,"GH110","pairwise.wilcox.test","Bonferroni"
"t3","t1",1.98120731593146e-06,"GH110","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.00106328735371383,"GH110","pairwise.wilcox.test","Bonferroni"
"t3","t2",0.00203667788703389,"GH110","pairwise.wilcox.test","Bonferroni"
"t4","t0",1.98073696048486e-20,"GH110","pairwise.wilcox.test","Bonferroni"
"t4","t1",2.08216230731046e-07,"GH110","pairwise.wilcox.test","Bonferroni"
"t4","t10",1.9544111837553e-07,"GH110","pairwise.wilcox.test","Bonferroni"
"t4","t2",9.55211743900101e-05,"GH110","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"GH110","pairwise.wilcox.test","Bonferroni"
"t5","t0",1.41948306577883e-10,"GH110","pairwise.wilcox.test","Bonferroni"
