"group1","group2","p_value","enzID","test","p_adj_method"
"t7","t1",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.00141266989109047,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.212742973898981,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t5",7.18710706224723e-05,"PL12","pairwise.wilcox.test","Bonferroni"
"t7","t6",0.475050119060855,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.0329672064641241,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t5",0.00145995228925742,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.642709604146753,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.225382107034893,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.000582432199640807,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL12","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.00769342375958423,"PL13","pairwise.wilcox.test","Bonferroni"
"t10","t0",2.89756028584906e-08,"PL13","pairwise.wilcox.test","Bonferroni"
"t10","t1",0.000942253331538565,"PL13","pairwise.wilcox.test","Bonferroni"
"t2","t0",1.79839449818937e-09,"PL13","pairwise.wilcox.test","Bonferroni"
"t2","t1",0.281828316610925,"PL13","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.00755724288393438,"PL13","pairwise.wilcox.test","Bonferroni"
"t3","t0",5.45632890750654e-06,"PL13","pairwise.wilcox.test","Bonferroni"
"t3","t1",0.780542986425339,"PL13","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.239197738592004,"PL13","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t4","t0",4.49598624547342e-10,"PL13","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.0021978021978022,"PL13","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.453578012338954,"PL13","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.0478260869565217,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.5,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t2",0.0714285714285714,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.5,"PL13","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t0",2.89756028584906e-08,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.00255754475703325,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.0155946220438168,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.187912235832548,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t0",5.45632890750654e-06,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.0429864253393665,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t0",2.89756028584906e-08,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.00901871045901198,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t0",1.87940217925225e-05,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.0316742081447964,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t2",0.161278335191379,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL13","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.745074642765937,"PL15","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.443655178551625,"PL15","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.241422451573987,"PL15","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.923191956382081,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.335525766050417,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.393156806983177,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.651633453939986,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL15","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.128637745996016,"PL17","pairwise.wilcox.test","Bonferroni"
"t10","t1",0.00566874580005701,"PL17","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.00777394124812596,"PL17","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.430729041473488,"PL17","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t0",0.657928571043168,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.0332325581915944,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.0661176706150193,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.122197890343656,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.213597080307025,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.0365713086064116,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.0384725105772138,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t0",0.592568918640086,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.0294862159155819,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t2",0.0309526793580485,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL17","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.464177234711614,"PL21","pairwise.wilcox.test","Bonferroni"
"t10","t1",2.64099624907622e-05,"PL21","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t2","t10",9.57963514124765e-06,"PL21","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t3","t10",4.2533093760732e-05,"PL21","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t4","t10",9.82657801541078e-07,"PL21","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.158285210639146,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t2",0.256860580005788,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.235931291505606,"PL21","pairwise.wilcox.test","Bonferroni"
"t5","t4",0.223814987906367,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.0885873466651352,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.0477950181341341,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t2",0.419826082071328,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.510573742603083,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.222862704119782,"PL21","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t1",0.0175919883241011,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t2",0.133128437838436,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t3",0.0773613660764437,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.0436732088017101,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t1",0.0271746716007494,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.119004589363684,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.042122005999184,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t3",0.0755827601649989,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t4",0.020040911533419,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t1",0.0252114836191815,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t10",0.551020578322694,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t2",0.0676932728873699,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t3",0.10542301393038,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.0262096797285083,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL21","pairwise.wilcox.test","Bonferroni"
"t1","t0",0.0105274010013263,"PL22","pairwise.wilcox.test","Bonferroni"
"t10","t0",2.73133813284707e-05,"PL22","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t2","t0",6.74771669801136e-05,"PL22","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t3","t0",0.00222811161619697,"PL22","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t4","t0",2.12774702952283e-06,"PL22","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t4","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t4","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t4","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.0804412721932383,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t0",3.51539958806886e-06,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t0",0.000718688866630624,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t4",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t5",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t0",1.70739358290773e-05,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t5",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t0",0.00070242776555846,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t4",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t5",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t9","t8",1,"PL22","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t10","t0",0.646730038486054,"PL26","pairwise.wilcox.test","Bonferroni"
"t10","t1",0.0960012634371523,"PL26","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t2","t10",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t3","t10",0.366675972808833,"PL26","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t4","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t4","t10",5.04338395316826e-08,"PL26","pairwise.wilcox.test","Bonferroni"
"t4","t2",0.000965883076711286,"PL26","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.343622676951982,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t0",0.0616253614940386,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t1",0.00085623468517952,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t10",0.178720711831542,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t2",0.0519823741259623,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t3",0.00130522283852396,"PL26","pairwise.wilcox.test","Bonferroni"
"t5","t4",6.8431519550593e-06,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.0144600250121675,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t2",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t3",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t4",0.0398277403051608,"PL26","pairwise.wilcox.test","Bonferroni"
"t6","t5",0.000463479372690999,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t10",0.1499079961604,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t2",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t3",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t4",0.112089660470835,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t5",0.000515494825480605,"PL26","pairwise.wilcox.test","Bonferroni"
"t7","t6",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t10",0.00101037328307771,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t2",0.722797798189653,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t3",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t4",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t5",8.45680656069796e-05,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t6",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t8","t7",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t0",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t1",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t10",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t2",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t3",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t4",0.00103535970601957,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t5",0.00480351623280809,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t6",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t7",1,"PL26","pairwise.wilcox.test","Bonferroni"
"t9","t8",0.962802882109513,"PL26","pairwise.wilcox.test","Bonferroni"
"t1","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t10","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t10","t1",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t2","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t2","t1",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t2","t10",0.0456756177787989,"PL27","pairwise.wilcox.test","Bonferroni"
"t3","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t3","t1",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t3","t10",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t3","t2",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t4","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t4","t1",0.580380652206796,"PL27","pairwise.wilcox.test","Bonferroni"
"t4","t10",0.299680137488889,"PL27","pairwise.wilcox.test","Bonferroni"
"t4","t2",6.15277900241632e-07,"PL27","pairwise.wilcox.test","Bonferroni"
"t4","t3",0.154865276861176,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t1",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t10",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t2",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t3",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t5","t4",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t1",0.720256840613947,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t10",0.222681158932433,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t2",1.61237724307424e-06,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t3",0.301922440811504,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t4",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t6","t5",1,"PL27","pairwise.wilcox.test","Bonferroni"
"t7","t0",1,"PL27","pairwise.wilcox.test","Bonferroni"
